customer_id,age,age_group,gender,annual_income,loan_amount,loan_purpose,employment_length_years,credit_history_years,num_open_credit_lines,debt_to_income_ratio,has_previous_default,delinquent_2yrs,risk_label,batch_month
CUST_100951,25,Working Age (25-55),Male,42300.0,11700,credit_card,2,10,7,0.2246,0,0,0,Month_1
CUST_100952,32,Working Age (25-55),Male,45800.0,9800,credit_card,14,14,7,0.2177,0,0,0,Month_1
CUST_100953,19,Young (<25),Male,60200.0,13500,credit_card,1,6,9,0.2731,0,0,1,Month_1
CUST_100954,46,Working Age (25-55),Female,81000.0,20900,small_business,5,13,6,0.2176,0,0,0,Month_1
CUST_100955,31,Working Age (25-55),Male,34100.0,7300,home_improvement,7,13,8,0.2808,0,0,0,Month_1
CUST_100956,51,Working Age (25-55),Male,69400.0,7800,major_purchase,4,20,9,0.2049,0,1,0,Month_1
CUST_100957,36,Working Age (25-55),Female,75300.0,22100,credit_card,0,12,9,0.1081,0,0,0,Month_1
CUST_100958,23,Young (<25),Female,34100.0,9700,debt_consolidation,4,8,8,0.1042,1,1,1,Month_1
CUST_100959,26,Working Age (25-55),Female,40000.0,5100,credit_card,4,6,10,0.1626,0,0,0,Month_1
CUST_100960,51,Working Age (25-55),Male,114200.0,20600,debt_consolidation,7,19,6,0.1597,0,1,0,Month_1
CUST_100961,30,Working Age (25-55),Female,71900.0,16600,major_purchase,12,10,10,0.1598,1,0,0,Month_1
CUST_100962,51,Working Age (25-55),Male,67600.0,24400,credit_card,10,23,10,0.0742,0,0,0,Month_1
CUST_100963,54,Working Age (25-55),Male,52500.0,6200,small_business,2,21,7,0.3629,0,0,0,Month_1
CUST_100964,48,Working Age (25-55),Female,42600.0,17400,debt_consolidation,4,17,10,0.3694,0,0,1,Month_1
CUST_100965,29,Working Age (25-55),Male,198700.0,22700,home_improvement,0,8,8,0.2717,1,0,0,Month_1
CUST_100966,55,Working Age (25-55),Female,98200.0,24500,major_purchase,9,19,5,0.3848,1,0,1,Month_1
CUST_100967,42,Working Age (25-55),Male,56700.0,24200,home_improvement,9,16,8,0.3575,0,3,1,Month_1
CUST_100968,44,Working Age (25-55),Male,20600.0,3000,home_improvement,0,21,4,0.3136,0,0,0,Month_1
CUST_100969,39,Working Age (25-55),Female,30800.0,8700,debt_consolidation,0,16,6,0.4121,0,1,1,Month_1
CUST_100970,38,Working Age (25-55),Female,50100.0,18500,debt_consolidation,3,18,7,0.0509,0,0,0,Month_1
CUST_100971,30,Working Age (25-55),Male,148900.0,45900,home_improvement,3,7,13,0.2295,0,0,0,Month_1
CUST_100972,51,Working Age (25-55),Female,53400.0,20000,debt_consolidation,18,20,15,0.04,0,0,0,Month_1
CUST_100973,26,Working Age (25-55),Male,30200.0,11900,credit_card,6,7,3,0.2345,0,0,0,Month_1
CUST_100974,41,Working Age (25-55),Female,24900.0,2900,debt_consolidation,1,14,7,0.209,0,2,0,Month_1
CUST_100975,27,Working Age (25-55),Female,26000.0,3100,debt_consolidation,2,12,6,0.049,0,0,0,Month_1
CUST_100976,34,Working Age (25-55),Female,30100.0,5800,debt_consolidation,5,9,8,0.3945,1,0,1,Month_1
CUST_100977,27,Working Age (25-55),Female,160900.0,50000,major_purchase,0,16,6,0.2375,0,0,0,Month_1
CUST_100978,35,Working Age (25-55),Female,45900.0,11700,credit_card,2,12,7,0.04,0,0,0,Month_1
CUST_100979,35,Working Age (25-55),Female,28000.0,8900,debt_consolidation,3,10,7,0.3802,0,0,1,Month_1
CUST_100980,65,Senior (>55),Female,53800.0,13300,home_improvement,3,19,9,0.2557,0,2,0,Month_1
CUST_100981,35,Working Age (25-55),Female,54400.0,23100,home_improvement,6,13,5,0.0722,0,0,0,Month_1
CUST_100982,67,Senior (>55),Male,53400.0,22100,major_purchase,12,23,9,0.3578,0,0,0,Month_1
CUST_100983,42,Working Age (25-55),Female,63900.0,7800,credit_card,4,12,9,0.04,1,0,0,Month_1
CUST_100984,64,Senior (>55),Male,33600.0,11500,small_business,11,33,7,0.3489,0,0,0,Month_1
CUST_100985,29,Working Age (25-55),Male,109700.0,39200,debt_consolidation,6,14,7,0.0877,1,0,0,Month_1
CUST_100986,28,Working Age (25-55),Male,89000.0,16900,home_improvement,3,6,10,0.1846,0,0,0,Month_1
CUST_100987,19,Young (<25),Female,18000.0,4300,credit_card,0,4,1,0.1014,0,0,0,Month_1
CUST_100988,38,Working Age (25-55),Male,120900.0,50000,debt_consolidation,2,14,9,0.4779,1,0,1,Month_1
CUST_100989,43,Working Age (25-55),Female,57600.0,11300,home_improvement,3,15,4,0.2482,0,0,0,Month_1
CUST_100990,24,Young (<25),Female,78500.0,20000,debt_consolidation,0,4,6,0.2572,0,0,1,Month_1
CUST_100991,42,Working Age (25-55),Male,70400.0,19000,home_improvement,4,21,6,0.2839,0,0,1,Month_1
CUST_100992,33,Working Age (25-55),Female,70800.0,13800,debt_consolidation,4,15,5,0.3409,1,0,1,Month_1
CUST_100993,42,Working Age (25-55),Male,40500.0,9800,debt_consolidation,5,16,11,0.1606,0,0,0,Month_1
CUST_100994,39,Working Age (25-55),Male,115300.0,33300,debt_consolidation,0,9,4,0.2905,0,0,1,Month_1
CUST_100995,46,Working Age (25-55),Male,81000.0,34500,major_purchase,3,18,8,0.1749,0,1,0,Month_1
CUST_100996,39,Working Age (25-55),Male,151200.0,50000,debt_consolidation,4,11,5,0.1947,1,0,1,Month_1
CUST_100997,49,Working Age (25-55),Female,79200.0,11000,debt_consolidation,5,17,6,0.122,1,0,0,Month_1
CUST_100998,41,Working Age (25-55),Female,37200.0,8900,major_purchase,0,13,8,0.2605,0,1,1,Month_1
CUST_100999,55,Working Age (25-55),Male,61100.0,23200,medical,7,21,6,0.3102,0,0,0,Month_1
CUST_100000,24,Young (<25),Male,72200.0,22100,debt_consolidation,6,11,8,0.15,0,1,0,Month_2
CUST_100001,54,Working Age (25-55),Female,37100.0,9700,credit_card,2,16,4,0.2257,0,0,0,Month_2
CUST_100002,44,Working Age (25-55),Male,68900.0,22400,debt_consolidation,0,15,6,0.1369,0,1,0,Month_2
CUST_100003,36,Working Age (25-55),Male,71300.0,21100,debt_consolidation,1,12,8,0.2657,0,1,0,Month_2
CUST_100004,33,Working Age (25-55),Female,44200.0,17100,credit_card,3,10,4,0.3697,0,0,1,Month_2
CUST_100005,45,Working Age (25-55),Male,155900.0,50000,debt_consolidation,9,17,2,0.2687,1,0,0,Month_2
CUST_100006,46,Working Age (25-55),Female,78300.0,9000,debt_consolidation,3,17,6,0.1294,0,0,0,Month_2
CUST_100007,40,Working Age (25-55),Female,17600.0,4000,debt_consolidation,2,12,11,0.4253,0,1,1,Month_2
CUST_100008,28,Working Age (25-55),Female,58800.0,22900,debt_consolidation,0,11,10,0.4094,0,0,1,Month_2
CUST_100009,36,Working Age (25-55),Male,33300.0,9400,debt_consolidation,0,11,4,0.2068,0,1,1,Month_2
CUST_100010,26,Working Age (25-55),Female,28300.0,3000,debt_consolidation,2,6,9,0.2963,0,0,1,Month_2
CUST_100011,34,Working Age (25-55),Male,52000.0,7700,debt_consolidation,0,11,4,0.1323,0,0,0,Month_2
CUST_100012,41,Working Age (25-55),Male,66600.0,23900,home_improvement,2,13,11,0.2124,0,0,1,Month_2
CUST_100013,35,Working Age (25-55),Male,23700.0,6900,major_purchase,17,16,7,0.2427,0,0,0,Month_2
CUST_100014,31,Working Age (25-55),Male,43500.0,13100,debt_consolidation,10,16,8,0.1573,0,0,0,Month_2
CUST_100015,33,Working Age (25-55),Female,35600.0,14000,debt_consolidation,5,14,9,0.4466,0,0,1,Month_2
CUST_100016,46,Working Age (25-55),Female,64800.0,18800,credit_card,11,13,9,0.1581,0,0,0,Month_2
CUST_100017,37,Working Age (25-55),Male,33400.0,5600,debt_consolidation,15,14,7,0.4405,0,0,0,Month_2
CUST_100018,61,Senior (>55),Male,58300.0,21100,debt_consolidation,4,21,7,0.3689,0,0,0,Month_2
CUST_100019,58,Senior (>55),Male,89600.0,28500,credit_card,2,20,4,0.2628,0,3,0,Month_2
CUST_100020,48,Working Age (25-55),Male,46800.0,9200,credit_card,1,16,7,0.1636,0,0,0,Month_2
CUST_100021,40,Working Age (25-55),Female,50600.0,9900,debt_consolidation,9,16,10,0.1468,0,0,0,Month_2
CUST_100022,38,Working Age (25-55),Male,81000.0,21900,small_business,0,13,5,0.1862,0,0,0,Month_2
CUST_100023,34,Working Age (25-55),Male,65600.0,7200,home_improvement,0,8,13,0.2015,0,2,0,Month_2
CUST_100024,41,Working Age (25-55),Male,41900.0,12300,debt_consolidation,7,17,11,0.2015,0,0,0,Month_2
CUST_100025,48,Working Age (25-55),Male,109600.0,26600,credit_card,10,18,11,0.2211,0,0,0,Month_2
CUST_100026,40,Working Age (25-55),Female,51000.0,17000,credit_card,0,12,9,0.2935,0,2,1,Month_2
CUST_100027,41,Working Age (25-55),Male,18900.0,2000,debt_consolidation,2,15,3,0.2066,0,2,0,Month_2
CUST_100028,44,Working Age (25-55),Female,55400.0,23400,home_improvement,5,14,8,0.096,1,0,0,Month_2
CUST_100029,54,Working Age (25-55),Male,65900.0,20400,debt_consolidation,0,16,8,0.2714,0,1,1,Month_2
CUST_100030,26,Working Age (25-55),Male,71600.0,32200,debt_consolidation,5,4,5,0.2211,0,0,1,Month_2
CUST_100031,19,Young (<25),Male,59300.0,15700,medical,1,5,9,0.2843,0,0,1,Month_2
CUST_100032,33,Working Age (25-55),Female,45500.0,9600,home_improvement,1,10,4,0.1402,0,0,0,Month_2
CUST_100033,41,Working Age (25-55),Female,17400.0,2300,credit_card,1,18,6,0.2265,0,0,0,Month_2
CUST_100034,42,Working Age (25-55),Male,42200.0,5600,credit_card,3,20,6,0.1486,0,0,0,Month_2
CUST_100035,36,Working Age (25-55),Male,45100.0,9300,major_purchase,4,15,5,0.2778,0,0,0,Month_2
CUST_100036,53,Working Age (25-55),Male,63100.0,19500,major_purchase,1,18,5,0.2238,0,1,0,Month_2
CUST_100037,27,Working Age (25-55),Female,35100.0,8300,debt_consolidation,2,12,7,0.354,0,0,0,Month_2
CUST_100038,38,Working Age (25-55),Male,132800.0,16300,debt_consolidation,20,10,4,0.219,0,3,0,Month_2
CUST_100039,68,Senior (>55),Female,24500.0,2600,debt_consolidation,5,22,4,0.187,0,0,0,Month_2
CUST_100040,47,Working Age (25-55),Male,35200.0,3900,small_business,10,16,6,0.1412,0,0,0,Month_2
CUST_100041,44,Working Age (25-55),Female,52300.0,16500,debt_consolidation,0,19,6,0.065,0,2,0,Month_2
CUST_100042,54,Working Age (25-55),Female,87700.0,32100,debt_consolidation,10,15,7,0.2494,0,0,0,Month_2
CUST_100043,41,Working Age (25-55),Female,32000.0,13200,medical,3,8,5,0.3712,0,0,1,Month_2
CUST_100044,19,Young (<25),Male,85600.0,10300,debt_consolidation,0,7,4,0.1949,0,0,1,Month_2
CUST_100045,33,Working Age (25-55),Female,42700.0,10500,debt_consolidation,4,13,6,0.1588,0,0,0,Month_2
CUST_100046,39,Working Age (25-55),Female,27700.0,7000,debt_consolidation,2,16,8,0.1062,0,0,0,Month_2
CUST_100047,46,Working Age (25-55),Male,98000.0,28800,home_improvement,8,20,4,0.4308,1,0,0,Month_2
CUST_100048,42,Working Age (25-55),Female,51000.0,16100,debt_consolidation,3,18,6,0.2476,0,0,0,Month_2
CUST_100049,53,Working Age (25-55),Male,40300.0,12600,major_purchase,6,23,7,0.3765,0,1,1,Month_2
CUST_100050,35,Working Age (25-55),Female,43800.0,11200,debt_consolidation,0,14,9,0.3958,0,0,1,Month_2
CUST_100051,45,Working Age (25-55),Female,45000.0,11700,debt_consolidation,0,13,8,0.3043,0,0,0,Month_2
CUST_100052,49,Working Age (25-55),Female,35400.0,8400,debt_consolidation,1,14,12,0.4787,0,0,1,Month_2
CUST_100053,42,Working Age (25-55),Female,26800.0,3100,credit_card,0,15,5,0.1462,0,1,0,Month_2
CUST_100054,51,Working Age (25-55),Female,99400.0,27700,debt_consolidation,2,16,6,0.2055,0,0,0,Month_2
CUST_100055,40,Working Age (25-55),Male,38000.0,13600,credit_card,3,13,3,0.3385,0,0,1,Month_2
CUST_100056,20,Young (<25),Male,52500.0,14300,small_business,2,5,6,0.1697,0,0,0,Month_2
CUST_100057,48,Working Age (25-55),Male,55300.0,17800,debt_consolidation,2,21,8,0.2642,0,0,0,Month_2
CUST_100058,22,Young (<25),Male,88500.0,16900,debt_consolidation,1,1,4,0.065,0,0,0,Month_2
CUST_100059,41,Working Age (25-55),Female,48100.0,18600,debt_consolidation,11,13,10,0.2238,0,1,0,Month_2
CUST_100060,27,Working Age (25-55),Female,120500.0,14900,debt_consolidation,3,5,5,0.1619,0,0,0,Month_2
CUST_100061,43,Working Age (25-55),Male,30800.0,4700,small_business,6,16,4,0.3162,0,0,0,Month_2
CUST_100062,48,Working Age (25-55),Female,71000.0,27100,debt_consolidation,0,16,13,0.1843,0,0,0,Month_2
CUST_100063,48,Working Age (25-55),Male,35300.0,6400,debt_consolidation,2,17,9,0.371,0,1,1,Month_2
CUST_100064,51,Working Age (25-55),Female,76000.0,11200,home_improvement,0,15,10,0.4803,0,0,1,Month_2
CUST_100065,45,Working Age (25-55),Female,21200.0,3100,debt_consolidation,3,16,7,0.1629,0,2,0,Month_2
CUST_100066,38,Working Age (25-55),Male,27100.0,10800,medical,5,13,7,0.2101,1,0,0,Month_2
CUST_100067,57,Senior (>55),Female,54100.0,9800,home_improvement,8,20,5,0.2103,0,0,0,Month_2
CUST_100068,34,Working Age (25-55),Male,57100.0,13000,credit_card,3,10,2,0.4421,1,0,1,Month_2
CUST_100069,38,Working Age (25-55),Female,64600.0,13300,credit_card,8,10,6,0.338,0,0,0,Month_2
CUST_100070,33,Working Age (25-55),Female,87200.0,19300,debt_consolidation,3,11,14,0.3413,0,1,1,Month_2
CUST_100071,19,Young (<25),Female,24800.0,2800,credit_card,1,7,6,0.3819,0,0,1,Month_2
CUST_100072,46,Working Age (25-55),Male,112500.0,22900,major_purchase,0,14,14,0.1806,0,0,0,Month_2
CUST_100073,23,Young (<25),Male,164800.0,37000,debt_consolidation,1,7,11,0.2196,0,0,0,Month_2
CUST_100074,51,Working Age (25-55),Female,60800.0,16100,debt_consolidation,1,20,13,0.3614,0,0,0,Month_2
CUST_100075,63,Senior (>55),Female,57000.0,26400,credit_card,0,21,6,0.233,0,1,1,Month_2
CUST_100076,46,Working Age (25-55),Female,53200.0,15300,debt_consolidation,0,18,11,0.2805,0,1,1,Month_2
CUST_100077,36,Working Age (25-55),Female,68300.0,21200,debt_consolidation,8,13,5,0.3063,0,0,0,Month_2
CUST_100078,52,Working Age (25-55),Female,44000.0,19800,home_improvement,0,20,5,0.4311,0,0,1,Month_2
CUST_100079,29,Working Age (25-55),Female,57900.0,24100,debt_consolidation,0,3,8,0.1113,0,0,0,Month_2
CUST_100080,30,Working Age (25-55),Female,21200.0,6200,credit_card,0,14,6,0.2498,0,0,0,Month_2
CUST_100081,52,Working Age (25-55),Female,20700.0,3200,debt_consolidation,2,16,9,0.3961,0,0,1,Month_2
CUST_100082,27,Working Age (25-55),Female,78700.0,22900,debt_consolidation,4,9,3,0.3698,0,0,1,Month_2
CUST_100083,31,Working Age (25-55),Male,41000.0,9600,credit_card,0,8,7,0.3419,0,0,1,Month_2
CUST_100084,55,Working Age (25-55),Male,77500.0,32900,credit_card,2,19,5,0.2245,0,0,0,Month_2
CUST_100085,37,Working Age (25-55),Male,40800.0,8000,small_business,2,13,9,0.5574,0,0,1,Month_2
CUST_100086,34,Working Age (25-55),Male,125700.0,19300,small_business,1,16,9,0.1891,0,0,0,Month_2
CUST_100087,21,Young (<25),Female,56300.0,8400,home_improvement,3,6,9,0.1503,0,1,0,Month_2
CUST_100088,50,Working Age (25-55),Female,32400.0,7200,major_purchase,3,16,4,0.1274,0,0,0,Month_2
CUST_100089,43,Working Age (25-55),Male,23500.0,3200,debt_consolidation,0,19,3,0.0731,0,0,0,Month_2
CUST_100090,30,Working Age (25-55),Female,51400.0,10000,home_improvement,7,17,3,0.4674,1,0,1,Month_2
CUST_100091,38,Working Age (25-55),Female,44200.0,13100,debt_consolidation,7,10,6,0.2594,0,1,1,Month_2
CUST_100092,38,Working Age (25-55),Male,105100.0,35900,medical,0,16,6,0.2019,0,0,0,Month_2
CUST_100093,34,Working Age (25-55),Female,36200.0,4400,home_improvement,2,12,8,0.2502,0,0,0,Month_2
CUST_100094,53,Working Age (25-55),Female,78800.0,24900,small_business,3,20,6,0.1133,0,0,0,Month_2
CUST_100095,38,Working Age (25-55),Male,17400.0,6300,home_improvement,2,13,9,0.1288,0,0,0,Month_2
CUST_100096,36,Working Age (25-55),Female,42700.0,11200,home_improvement,2,10,7,0.1317,1,3,1,Month_2
CUST_100097,51,Working Age (25-55),Male,36500.0,13000,home_improvement,7,20,5,0.3713,1,0,1,Month_2
CUST_100098,27,Working Age (25-55),Female,53300.0,23000,debt_consolidation,0,6,9,0.2661,0,0,1,Month_2
CUST_100099,44,Working Age (25-55),Female,20700.0,8500,medical,0,17,8,0.3522,0,0,1,Month_2
CUST_100100,27,Working Age (25-55),Male,76200.0,28700,small_business,2,2,10,0.1231,0,0,1,Month_2
CUST_100101,43,Working Age (25-55),Female,42300.0,19600,debt_consolidation,0,19,8,0.1238,0,3,0,Month_2
CUST_100102,48,Working Age (25-55),Female,25800.0,12000,debt_consolidation,0,21,16,0.4886,0,0,1,Month_2
CUST_100103,44,Working Age (25-55),Male,63800.0,14500,credit_card,13,13,10,0.1615,0,0,0,Month_2
CUST_100104,51,Working Age (25-55),Male,80300.0,11300,medical,2,22,2,0.4807,0,1,1,Month_2
CUST_100105,38,Working Age (25-55),Female,50000.0,18500,credit_card,0,16,7,0.0908,0,1,0,Month_2
CUST_100106,43,Working Age (25-55),Male,57400.0,11000,credit_card,3,14,5,0.1225,0,0,0,Month_2
CUST_100107,33,Working Age (25-55),Female,55500.0,9000,debt_consolidation,11,11,4,0.2444,0,0,0,Month_2
CUST_100108,45,Working Age (25-55),Male,93700.0,33900,debt_consolidation,7,15,8,0.2339,0,0,0,Month_2
CUST_100109,34,Working Age (25-55),Female,42100.0,15500,debt_consolidation,2,11,7,0.1715,0,0,0,Month_2
CUST_100110,34,Working Age (25-55),Male,46000.0,9600,credit_card,6,11,10,0.2196,0,0,0,Month_2
CUST_100111,42,Working Age (25-55),Female,63300.0,10600,debt_consolidation,0,13,4,0.4579,0,0,1,Month_2
CUST_100112,49,Working Age (25-55),Male,28300.0,12900,medical,0,16,7,0.1491,0,0,0,Month_2
CUST_100113,26,Working Age (25-55),Female,23700.0,8000,credit_card,3,4,4,0.3561,0,0,1,Month_2
CUST_100114,36,Working Age (25-55),Male,21700.0,8700,debt_consolidation,8,11,6,0.1435,0,0,0,Month_2
CUST_100115,33,Working Age (25-55),Male,74100.0,19400,small_business,4,10,10,0.4867,1,0,1,Month_2
CUST_100116,47,Working Age (25-55),Female,136500.0,50000,debt_consolidation,1,20,6,0.122,0,0,0,Month_2
CUST_100117,42,Working Age (25-55),Male,40900.0,10300,home_improvement,6,11,8,0.223,0,0,0,Month_2
CUST_100118,48,Working Age (25-55),Male,22200.0,7700,home_improvement,1,15,5,0.2017,0,0,0,Month_2
CUST_100119,33,Working Age (25-55),Female,102400.0,36800,debt_consolidation,0,8,11,0.376,1,0,1,Month_2
CUST_100120,63,Senior (>55),Female,141000.0,46200,debt_consolidation,8,21,7,0.3795,0,0,0,Month_2
CUST_100121,46,Working Age (25-55),Male,39500.0,6400,debt_consolidation,6,16,10,0.3694,1,0,1,Month_2
CUST_100122,74,Senior (>55),Female,88800.0,37300,debt_consolidation,8,23,10,0.2011,0,0,0,Month_2
CUST_100123,42,Working Age (25-55),Male,56100.0,17800,debt_consolidation,1,14,3,0.1331,0,0,0,Month_2
CUST_100124,42,Working Age (25-55),Female,53600.0,8600,debt_consolidation,0,20,8,0.2949,0,0,0,Month_2
CUST_100125,52,Working Age (25-55),Female,71400.0,14600,debt_consolidation,8,18,5,0.1495,0,2,0,Month_2
CUST_100126,57,Senior (>55),Female,90100.0,28200,credit_card,0,16,9,0.1758,0,0,0,Month_2
CUST_100127,35,Working Age (25-55),Female,154100.0,50000,debt_consolidation,0,14,8,0.1428,0,0,0,Month_2
CUST_100128,30,Working Age (25-55),Female,80800.0,33700,debt_consolidation,0,9,10,0.3271,0,1,1,Month_2
CUST_100129,35,Working Age (25-55),Female,51000.0,5500,debt_consolidation,4,14,4,0.1786,0,1,0,Month_2
CUST_100130,19,Young (<25),Female,115300.0,21900,debt_consolidation,0,5,5,0.0747,0,2,0,Month_2
CUST_100131,35,Working Age (25-55),Male,59900.0,6600,debt_consolidation,2,16,9,0.3433,0,3,0,Month_2
CUST_100132,20,Young (<25),Male,70200.0,20600,medical,2,5,5,0.3204,0,0,1,Month_2
CUST_100133,45,Working Age (25-55),Female,72500.0,24400,debt_consolidation,1,21,4,0.4437,0,0,1,Month_2
CUST_100134,52,Working Age (25-55),Female,48400.0,13600,credit_card,2,20,7,0.2855,1,0,1,Month_2
CUST_100135,30,Working Age (25-55),Male,45300.0,20000,debt_consolidation,3,5,4,0.3991,0,0,1,Month_2
CUST_100136,33,Working Age (25-55),Female,47500.0,16100,credit_card,12,4,6,0.3169,0,1,1,Month_2
CUST_100137,47,Working Age (25-55),Male,17400.0,8000,credit_card,1,16,12,0.1452,0,0,0,Month_2
CUST_100138,19,Young (<25),Male,48700.0,12300,credit_card,1,9,6,0.1458,0,0,0,Month_2
CUST_100139,40,Working Age (25-55),Male,70300.0,21300,small_business,0,15,10,0.3326,0,0,1,Month_2
CUST_100140,55,Working Age (25-55),Male,48200.0,20000,debt_consolidation,7,19,6,0.1834,0,0,0,Month_2
CUST_100141,31,Working Age (25-55),Male,37500.0,16800,major_purchase,0,11,15,0.0659,0,1,1,Month_2
CUST_100142,36,Working Age (25-55),Female,39500.0,15400,credit_card,0,14,6,0.0776,0,0,1,Month_2
CUST_100143,58,Senior (>55),Female,46500.0,14600,debt_consolidation,2,17,8,0.2695,0,1,1,Month_2
CUST_100144,30,Working Age (25-55),Female,36700.0,4500,major_purchase,7,7,8,0.298,0,2,1,Month_2
CUST_100145,33,Working Age (25-55),Female,65400.0,12300,debt_consolidation,5,15,7,0.2438,0,1,0,Month_2
CUST_100146,49,Working Age (25-55),Female,30600.0,7500,credit_card,0,13,6,0.2279,0,1,1,Month_2
CUST_100147,38,Working Age (25-55),Female,78200.0,11200,debt_consolidation,2,11,7,0.3156,0,0,0,Month_2
CUST_100148,31,Working Age (25-55),Female,19900.0,8500,credit_card,6,7,13,0.065,0,0,0,Month_2
CUST_100149,37,Working Age (25-55),Female,45400.0,18900,credit_card,4,18,7,0.2482,0,0,0,Month_2
CUST_100150,42,Working Age (25-55),Male,41100.0,15400,credit_card,5,19,7,0.2387,0,0,0,Month_2
CUST_100151,43,Working Age (25-55),Male,62900.0,11100,credit_card,0,14,7,0.1091,1,0,0,Month_2
CUST_100152,49,Working Age (25-55),Female,74700.0,29800,home_improvement,11,19,5,0.3464,1,1,0,Month_2
CUST_100153,44,Working Age (25-55),Male,105000.0,11900,medical,4,16,8,0.5344,1,0,1,Month_2
CUST_100154,49,Working Age (25-55),Male,38700.0,12400,home_improvement,2,15,8,0.2431,0,1,1,Month_2
CUST_100155,29,Working Age (25-55),Female,48800.0,8700,home_improvement,1,9,6,0.3476,0,0,1,Month_2
CUST_100156,42,Working Age (25-55),Female,40600.0,11900,debt_consolidation,9,16,7,0.1248,0,0,0,Month_2
CUST_100157,44,Working Age (25-55),Male,52000.0,17800,debt_consolidation,7,11,10,0.1533,0,0,0,Month_2
CUST_100158,42,Working Age (25-55),Female,17400.0,6200,debt_consolidation,1,11,6,0.1915,0,0,0,Month_2
CUST_100159,45,Working Age (25-55),Female,48200.0,22000,credit_card,1,13,8,0.215,1,0,1,Month_2
CUST_100160,41,Working Age (25-55),Male,79400.0,21100,small_business,4,14,7,0.2,1,1,1,Month_2
CUST_100161,48,Working Age (25-55),Male,44100.0,9400,debt_consolidation,8,21,9,0.2529,0,0,0,Month_2
CUST_100162,36,Working Age (25-55),Male,34400.0,7100,debt_consolidation,0,15,6,0.3713,0,1,1,Month_2
CUST_100163,41,Working Age (25-55),Male,28700.0,5300,debt_consolidation,2,12,7,0.118,0,0,0,Month_2
CUST_100164,48,Working Age (25-55),Female,36700.0,16700,small_business,6,13,8,0.3518,1,0,1,Month_2
CUST_100165,38,Working Age (25-55),Male,32600.0,12800,debt_consolidation,5,11,4,0.151,0,0,0,Month_2
CUST_100166,49,Working Age (25-55),Male,19100.0,5100,home_improvement,11,16,5,0.2355,1,0,0,Month_2
CUST_100167,49,Working Age (25-55),Female,54700.0,11200,home_improvement,4,18,4,0.1889,0,2,0,Month_2
CUST_100168,75,Senior (>55),Male,55500.0,8900,debt_consolidation,3,30,5,0.1162,0,1,0,Month_2
CUST_100169,46,Working Age (25-55),Female,53500.0,14200,debt_consolidation,1,16,7,0.1532,0,0,0,Month_2
CUST_100170,37,Working Age (25-55),Female,64600.0,29100,debt_consolidation,2,14,7,0.2648,0,0,1,Month_2
CUST_100171,26,Working Age (25-55),Female,72700.0,27300,debt_consolidation,0,5,5,0.2404,0,1,1,Month_2
CUST_100172,39,Working Age (25-55),Female,69200.0,11300,medical,4,15,4,0.3877,0,0,0,Month_2
CUST_100173,39,Working Age (25-55),Male,191600.0,43400,credit_card,1,17,8,0.1129,1,0,0,Month_2
CUST_100174,42,Working Age (25-55),Female,55000.0,21100,debt_consolidation,12,13,6,0.1431,0,0,0,Month_2
CUST_100175,20,Young (<25),Male,70200.0,20300,credit_card,2,12,11,0.2212,0,0,0,Month_2
CUST_100176,49,Working Age (25-55),Male,38400.0,4800,major_purchase,9,15,8,0.3228,0,0,0,Month_2
CUST_100177,47,Working Age (25-55),Male,82500.0,25000,home_improvement,6,15,4,0.2696,1,0,0,Month_2
CUST_100178,41,Working Age (25-55),Male,23800.0,9100,debt_consolidation,5,10,10,0.2593,0,0,0,Month_2
CUST_100179,43,Working Age (25-55),Male,66500.0,23600,debt_consolidation,8,19,8,0.1622,0,1,0,Month_2
CUST_100180,26,Working Age (25-55),Female,34700.0,3900,debt_consolidation,0,5,11,0.1165,0,0,0,Month_2
CUST_100181,33,Working Age (25-55),Female,70000.0,14200,credit_card,0,12,11,0.1066,1,1,0,Month_2
CUST_100182,34,Working Age (25-55),Male,153800.0,50000,small_business,0,6,5,0.2266,0,0,0,Month_2
CUST_100183,40,Working Age (25-55),Female,27400.0,12500,debt_consolidation,3,13,8,0.287,0,0,1,Month_2
CUST_100184,42,Working Age (25-55),Female,65300.0,9700,credit_card,0,15,5,0.1138,0,1,0,Month_2
CUST_100185,38,Working Age (25-55),Male,56400.0,14500,credit_card,5,13,9,0.3761,0,0,1,Month_2
CUST_100186,39,Working Age (25-55),Male,99000.0,33300,home_improvement,0,10,5,0.1142,0,0,0,Month_2
CUST_100187,30,Working Age (25-55),Female,121900.0,25800,credit_card,5,11,10,0.3857,0,1,1,Month_2
CUST_100188,28,Working Age (25-55),Male,62700.0,10800,debt_consolidation,3,9,8,0.3953,1,1,1,Month_2
CUST_100189,19,Young (<25),Female,77800.0,13500,credit_card,1,8,5,0.3201,1,0,1,Month_2
CUST_100190,53,Working Age (25-55),Male,46700.0,5600,debt_consolidation,18,21,9,0.151,0,1,0,Month_2
CUST_100191,40,Working Age (25-55),Female,82600.0,11100,credit_card,1,15,10,0.1585,0,2,0,Month_2
CUST_100192,51,Working Age (25-55),Male,22300.0,3500,credit_card,3,12,7,0.0965,0,2,0,Month_2
CUST_100193,34,Working Age (25-55),Male,46100.0,11800,debt_consolidation,7,13,8,0.1131,0,1,0,Month_2
