customer_id,age,age_group,gender,annual_income,loan_amount,loan_purpose,employment_length_years,credit_history_years,num_open_credit_lines,debt_to_income_ratio,has_previous_default,delinquent_2yrs,risk_label
CUST_101016,32,Working Age (25-55),Male,56100.0,11300,debt_consolidation,3,5,6,0.0425,0,0,0
CUST_101017,34,Working Age (25-55),Male,36300.0,12200,debt_consolidation,6,16,6,0.1708,1,0,1
CUST_101018,36,Working Age (25-55),Female,32800.0,11500,small_business,5,9,13,0.2361,0,1,1
CUST_101019,45,Working Age (25-55),Male,79700.0,20000,credit_card,3,12,7,0.2715,0,0,0
CUST_101020,46,Working Age (25-55),Male,86200.0,34700,small_business,3,15,7,0.0665,0,0,0
CUST_101021,33,Working Age (25-55),Male,75500.0,25800,small_business,2,11,11,0.4602,0,1,1
CUST_101022,39,Working Age (25-55),Female,124700.0,41200,major_purchase,9,18,6,0.1949,0,0,0
CUST_101023,65,Senior (>55),Male,40200.0,7100,debt_consolidation,2,23,5,0.0559,0,0,0
CUST_101024,60,Senior (>55),Male,136100.0,33000,debt_consolidation,1,22,6,0.3027,0,0,0
CUST_101025,45,Working Age (25-55),Female,33000.0,8300,debt_consolidation,6,16,4,0.277,0,0,0
CUST_101026,40,Working Age (25-55),Male,31000.0,11100,major_purchase,2,14,4,0.0631,0,1,0
CUST_101027,41,Working Age (25-55),Male,20600.0,6500,credit_card,9,15,7,0.1091,0,1,0
CUST_101028,47,Working Age (25-55),Male,42400.0,5500,debt_consolidation,1,10,7,0.4468,0,0,1
CUST_101029,27,Working Age (25-55),Female,41100.0,8500,debt_consolidation,6,8,5,0.2914,0,0,0
CUST_101030,36,Working Age (25-55),Male,72300.0,19200,debt_consolidation,0,16,7,0.2424,0,0,0
CUST_101031,19,Young (<25),Male,62000.0,22200,home_improvement,1,18,6,0.3354,0,0,1
CUST_101032,44,Working Age (25-55),Female,28100.0,10100,home_improvement,2,11,5,0.2406,0,0,0
CUST_101033,47,Working Age (25-55),Male,43700.0,11900,credit_card,8,17,6,0.3172,0,0,0
CUST_101034,34,Working Age (25-55),Male,44200.0,6200,debt_consolidation,16,10,9,0.1394,0,0,0
CUST_101035,58,Senior (>55),Male,20400.0,4100,major_purchase,3,26,11,0.088,0,1,0
CUST_101036,25,Working Age (25-55),Female,31600.0,6000,debt_consolidation,7,4,9,0.0718,1,0,0
CUST_101037,22,Young (<25),Male,35500.0,13300,credit_card,4,9,5,0.0702,0,2,0
CUST_101038,42,Working Age (25-55),Female,119200.0,19400,debt_consolidation,17,10,3,0.2001,0,0,0
CUST_101039,52,Working Age (25-55),Female,60200.0,15800,debt_consolidation,8,17,9,0.197,0,0,0
CUST_101040,60,Senior (>55),Male,78000.0,26100,debt_consolidation,0,20,9,0.1494,0,2,0
CUST_101041,34,Working Age (25-55),Female,23800.0,10400,credit_card,6,15,2,0.1659,0,0,0
CUST_101042,52,Working Age (25-55),Male,104500.0,47000,credit_card,3,14,3,0.2078,1,1,1
CUST_101043,39,Working Age (25-55),Female,110800.0,48000,debt_consolidation,0,15,8,0.1807,0,0,0
CUST_101044,37,Working Age (25-55),Female,18100.0,6400,debt_consolidation,1,13,11,0.1483,0,3,0
CUST_101045,50,Working Age (25-55),Female,36800.0,13300,small_business,12,18,8,0.0678,0,1,0
CUST_101046,47,Working Age (25-55),Male,71200.0,26000,debt_consolidation,13,19,4,0.0605,0,0,0
CUST_101047,21,Young (<25),Male,77200.0,31000,debt_consolidation,3,3,14,0.0693,0,1,0
CUST_101048,57,Senior (>55),Male,37300.0,16200,debt_consolidation,20,22,6,0.1446,0,0,0
CUST_101049,56,Senior (>55),Female,45800.0,11700,small_business,8,17,9,0.2257,1,0,1
CUST_101050,32,Working Age (25-55),Female,39000.0,9600,debt_consolidation,0,14,11,0.1824,0,0,0
CUST_101051,44,Working Age (25-55),Male,57600.0,15000,medical,1,16,4,0.3368,0,0,1
CUST_101052,45,Working Age (25-55),Female,104700.0,34600,debt_consolidation,0,15,13,0.1622,0,0,0
CUST_101053,43,Working Age (25-55),Female,35500.0,13200,debt_consolidation,0,13,9,0.1291,0,2,0
CUST_101054,33,Working Age (25-55),Male,93900.0,38000,debt_consolidation,1,14,4,0.0706,0,0,0
CUST_101055,31,Working Age (25-55),Female,35200.0,9100,credit_card,3,14,6,0.2395,0,0,0
CUST_101056,39,Working Age (25-55),Male,34000.0,7700,debt_consolidation,9,12,9,0.2608,1,0,1
CUST_101057,54,Working Age (25-55),Male,85000.0,37800,credit_card,9,15,7,0.2318,0,0,0
CUST_101058,46,Working Age (25-55),Female,90000.0,16300,debt_consolidation,4,18,5,0.181,0,0,0
CUST_101059,35,Working Age (25-55),Female,86500.0,15400,debt_consolidation,13,7,6,0.2932,0,0,0
CUST_101060,49,Working Age (25-55),Female,26300.0,9200,small_business,3,13,8,0.3521,0,0,1
CUST_101061,19,Young (<25),Male,41900.0,6800,home_improvement,1,3,6,0.2515,0,0,1
CUST_101062,53,Working Age (25-55),Male,85200.0,20400,debt_consolidation,3,17,8,0.2196,1,2,1
CUST_101063,19,Young (<25),Female,55400.0,11200,credit_card,1,2,7,0.04,0,1,0
CUST_101064,35,Working Age (25-55),Female,30000.0,4800,credit_card,12,6,12,0.29,0,0,0
CUST_101065,26,Working Age (25-55),Male,69700.0,21100,debt_consolidation,2,5,9,0.2794,0,1,1
CUST_101066,24,Young (<25),Male,36600.0,8400,credit_card,3,10,6,0.04,0,3,0
CUST_101067,53,Working Age (25-55),Female,145400.0,38100,debt_consolidation,1,14,7,0.0595,0,0,0
CUST_101068,34,Working Age (25-55),Female,126700.0,21400,credit_card,5,10,4,0.1999,0,1,0
CUST_101069,44,Working Age (25-55),Female,75500.0,27800,home_improvement,26,21,6,0.1244,0,0,0
CUST_101070,39,Working Age (25-55),Male,114500.0,24100,debt_consolidation,0,13,7,0.224,0,0,0
CUST_101071,45,Working Age (25-55),Male,56100.0,12300,debt_consolidation,11,16,5,0.3522,0,0,0
CUST_101072,40,Working Age (25-55),Female,82500.0,15500,debt_consolidation,0,11,5,0.2816,1,0,1
CUST_101073,24,Young (<25),Male,122100.0,30800,major_purchase,2,14,3,0.0518,1,1,0
CUST_101074,51,Working Age (25-55),Female,62000.0,16300,home_improvement,0,16,2,0.3106,1,0,1
CUST_101075,34,Working Age (25-55),Female,47100.0,13400,debt_consolidation,7,11,5,0.119,0,0,1
CUST_101076,21,Young (<25),Female,21200.0,9300,debt_consolidation,0,11,2,0.2422,0,0,1
CUST_101077,34,Working Age (25-55),Male,51800.0,21600,debt_consolidation,4,11,10,0.1278,0,0,0
CUST_101078,58,Senior (>55),Male,85200.0,26700,credit_card,1,20,12,0.0677,0,2,0
CUST_101079,50,Working Age (25-55),Male,91100.0,10400,credit_card,0,16,8,0.3754,1,0,1
CUST_101080,35,Working Age (25-55),Female,71500.0,22500,medical,7,11,8,0.3243,0,0,1
CUST_101081,35,Working Age (25-55),Female,40200.0,5300,debt_consolidation,1,13,6,0.0799,0,0,0
CUST_101082,36,Working Age (25-55),Female,18300.0,6400,credit_card,1,14,10,0.1655,0,1,0
CUST_101083,64,Senior (>55),Male,41300.0,9800,home_improvement,1,20,7,0.093,0,2,0
CUST_101084,44,Working Age (25-55),Female,45800.0,18000,small_business,4,13,6,0.2645,0,0,0
CUST_101085,45,Working Age (25-55),Male,45600.0,19600,debt_consolidation,5,13,5,0.1296,0,0,0
CUST_101086,52,Working Age (25-55),Female,76100.0,18700,credit_card,0,13,4,0.2021,0,0,0
CUST_101087,42,Working Age (25-55),Female,161500.0,42200,debt_consolidation,1,9,3,0.4739,0,1,1
CUST_101088,36,Working Age (25-55),Female,58000.0,17800,debt_consolidation,2,13,11,0.068,0,0,0
CUST_101089,37,Working Age (25-55),Female,48100.0,8100,small_business,2,15,9,0.306,0,0,0
CUST_101090,39,Working Age (25-55),Female,47000.0,20000,major_purchase,10,16,8,0.1618,1,0,0
CUST_101091,39,Working Age (25-55),Female,58000.0,14600,home_improvement,7,6,5,0.1656,1,0,1
CUST_101092,48,Working Age (25-55),Male,34400.0,5400,debt_consolidation,4,16,9,0.205,0,0,0
CUST_101093,40,Working Age (25-55),Male,57900.0,21200,small_business,2,10,5,0.1802,1,2,1
CUST_101094,48,Working Age (25-55),Female,69400.0,12300,debt_consolidation,6,17,5,0.162,0,0,0
CUST_101095,39,Working Age (25-55),Female,60800.0,9100,debt_consolidation,9,12,8,0.2423,0,0,0
CUST_101096,40,Working Age (25-55),Female,69700.0,20700,credit_card,4,15,6,0.3349,0,0,1
CUST_101097,19,Young (<25),Female,68800.0,23000,debt_consolidation,1,6,4,0.1665,0,0,0
CUST_101098,50,Working Age (25-55),Female,20400.0,6100,major_purchase,6,11,8,0.3425,0,2,1
CUST_101099,44,Working Age (25-55),Male,76900.0,25400,debt_consolidation,4,12,7,0.2517,1,0,1
CUST_101100,51,Working Age (25-55),Female,37500.0,5300,debt_consolidation,1,17,10,0.1606,0,0,0
CUST_101101,19,Young (<25),Female,29700.0,7900,credit_card,1,6,12,0.1273,0,0,0
CUST_101102,65,Senior (>55),Female,29500.0,6600,home_improvement,1,18,5,0.0926,0,0,1
CUST_101103,38,Working Age (25-55),Female,68800.0,30300,credit_card,7,8,12,0.1639,0,0,0
CUST_101104,53,Working Age (25-55),Male,47900.0,5600,debt_consolidation,8,18,3,0.1176,0,0,0
CUST_101105,27,Working Age (25-55),Female,21500.0,4400,home_improvement,8,5,9,0.2951,0,3,1
CUST_101106,47,Working Age (25-55),Female,70500.0,30300,debt_consolidation,3,11,12,0.4021,0,0,1
CUST_101107,27,Working Age (25-55),Male,24500.0,10900,debt_consolidation,1,8,8,0.3078,0,0,1
CUST_101108,32,Working Age (25-55),Female,58500.0,22700,credit_card,0,9,16,0.1397,0,0,0
CUST_101109,62,Senior (>55),Male,61800.0,7800,debt_consolidation,6,19,7,0.2967,0,0,0
CUST_101110,37,Working Age (25-55),Male,88200.0,26100,medical,10,10,8,0.1416,0,0,0
CUST_101111,42,Working Age (25-55),Female,144300.0,34600,credit_card,5,14,6,0.1041,0,1,0
CUST_101112,50,Working Age (25-55),Male,25600.0,9800,medical,0,15,7,0.1106,0,0,0
CUST_101113,45,Working Age (25-55),Female,52600.0,6300,debt_consolidation,13,15,14,0.3834,1,0,1
CUST_101114,41,Working Age (25-55),Male,46500.0,7900,medical,22,13,5,0.1856,0,1,0
CUST_101115,44,Working Age (25-55),Female,68800.0,18700,debt_consolidation,2,15,8,0.1731,0,0,0
CUST_101116,68,Senior (>55),Female,61000.0,9500,debt_consolidation,4,26,7,0.1393,1,1,0
CUST_101117,39,Working Age (25-55),Male,44600.0,15300,debt_consolidation,7,16,4,0.4247,0,2,1
CUST_101118,42,Working Age (25-55),Male,42500.0,16500,credit_card,6,18,4,0.1143,0,0,0
CUST_101119,52,Working Age (25-55),Male,29300.0,10200,debt_consolidation,17,20,8,0.5203,1,0,1
CUST_101120,53,Working Age (25-55),Male,93300.0,23700,credit_card,0,19,10,0.2208,0,0,0
CUST_101121,54,Working Age (25-55),Female,69700.0,28400,debt_consolidation,4,17,8,0.1785,0,0,0
CUST_101122,47,Working Age (25-55),Female,89700.0,13300,debt_consolidation,5,15,9,0.1874,0,0,0
CUST_101123,26,Working Age (25-55),Female,45700.0,8700,credit_card,8,6,6,0.04,0,0,0
CUST_101124,59,Senior (>55),Female,37700.0,10200,debt_consolidation,10,20,4,0.2173,0,0,0
CUST_101125,26,Working Age (25-55),Female,29900.0,3600,home_improvement,8,11,7,0.2247,0,1,0
CUST_101126,43,Working Age (25-55),Male,66000.0,8800,credit_card,3,12,6,0.1142,0,0,0
CUST_101127,30,Working Age (25-55),Female,30600.0,7300,major_purchase,8,10,4,0.5622,0,0,1
CUST_101128,39,Working Age (25-55),Female,149800.0,50000,debt_consolidation,2,11,5,0.3263,1,0,1
CUST_101129,43,Working Age (25-55),Female,26400.0,11000,medical,2,15,12,0.1049,0,0,0
CUST_101130,43,Working Age (25-55),Male,63000.0,16600,credit_card,1,13,10,0.1408,0,0,0
CUST_101131,45,Working Age (25-55),Male,128300.0,19200,medical,8,13,2,0.3145,0,1,0
CUST_101132,59,Senior (>55),Male,75300.0,12200,debt_consolidation,21,18,5,0.294,1,0,0
CUST_101133,45,Working Age (25-55),Female,59700.0,13900,home_improvement,1,17,7,0.1165,0,1,0
CUST_101134,37,Working Age (25-55),Male,31800.0,5500,home_improvement,0,12,9,0.1803,0,0,0
CUST_101135,51,Working Age (25-55),Female,25300.0,3300,debt_consolidation,8,16,5,0.17,0,0,0
CUST_101136,54,Working Age (25-55),Male,82700.0,27800,credit_card,4,19,8,0.2921,0,0,0
CUST_101137,25,Working Age (25-55),Male,124000.0,37600,home_improvement,7,7,7,0.0864,0,0,0
CUST_101138,47,Working Age (25-55),Female,42600.0,8600,credit_card,1,19,7,0.2392,0,0,0
CUST_101139,48,Working Age (25-55),Male,29000.0,10800,debt_consolidation,0,13,8,0.3781,1,2,1
CUST_101140,36,Working Age (25-55),Male,18000.0,6700,credit_card,3,12,10,0.155,0,1,0
CUST_101141,56,Senior (>55),Female,31600.0,8600,debt_consolidation,0,15,9,0.1717,0,0,0
CUST_101142,38,Working Age (25-55),Male,50900.0,6800,home_improvement,1,12,5,0.3196,1,0,1
CUST_101143,41,Working Age (25-55),Female,130600.0,50000,debt_consolidation,0,9,8,0.2423,1,1,1
CUST_101144,37,Working Age (25-55),Female,78500.0,26200,debt_consolidation,1,15,5,0.3046,0,0,1
CUST_101145,40,Working Age (25-55),Female,64100.0,12000,debt_consolidation,0,16,7,0.0633,1,0,0
CUST_101146,26,Working Age (25-55),Female,43500.0,13600,credit_card,8,11,7,0.2735,0,1,1
CUST_101147,22,Young (<25),Male,39300.0,9500,medical,1,7,9,0.247,0,0,0
CUST_101148,59,Senior (>55),Female,117400.0,37800,debt_consolidation,2,18,8,0.1238,1,1,1
CUST_101149,29,Working Age (25-55),Male,60500.0,16100,debt_consolidation,11,7,6,0.0431,0,1,0
CUST_101150,28,Working Age (25-55),Female,18000.0,4900,debt_consolidation,5,14,4,0.2832,0,0,0
CUST_101151,19,Young (<25),Male,37400.0,13400,small_business,1,10,4,0.3391,0,0,1
CUST_101152,32,Working Age (25-55),Male,33800.0,10600,credit_card,6,11,6,0.2963,1,0,1
CUST_101153,24,Young (<25),Male,40100.0,5100,debt_consolidation,6,6,1,0.1127,1,0,0
CUST_101154,59,Senior (>55),Female,73800.0,9100,credit_card,10,24,5,0.2662,0,2,0
CUST_101155,52,Working Age (25-55),Female,51100.0,10600,debt_consolidation,5,16,3,0.2501,0,3,0
CUST_101156,31,Working Age (25-55),Female,51900.0,13000,debt_consolidation,11,11,7,0.1311,0,0,0
CUST_101157,67,Senior (>55),Male,111600.0,21900,debt_consolidation,3,27,5,0.2972,0,1,0
CUST_101158,51,Working Age (25-55),Male,36900.0,12100,home_improvement,1,15,4,0.1336,0,3,0
CUST_101159,36,Working Age (25-55),Female,151000.0,25400,major_purchase,10,15,4,0.1621,0,0,0
CUST_101160,19,Young (<25),Female,37500.0,13000,home_improvement,1,8,3,0.0711,0,0,0
CUST_101161,67,Senior (>55),Male,56900.0,21100,debt_consolidation,11,23,5,0.4004,0,0,0
CUST_101162,23,Young (<25),Female,46400.0,6700,credit_card,0,5,9,0.4265,0,0,1
CUST_101163,20,Young (<25),Male,58000.0,19000,debt_consolidation,2,4,6,0.1945,0,2,1
CUST_101164,52,Working Age (25-55),Male,69200.0,30200,home_improvement,14,19,6,0.283,1,0,1
CUST_101165,69,Senior (>55),Male,68800.0,11500,credit_card,1,19,9,0.1458,0,0,0
CUST_101166,56,Senior (>55),Female,35800.0,15000,major_purchase,14,19,9,0.2399,0,0,0
CUST_101167,46,Working Age (25-55),Female,29200.0,9100,debt_consolidation,15,17,6,0.4394,1,1,1
CUST_101168,47,Working Age (25-55),Male,214600.0,50000,home_improvement,10,19,6,0.345,0,0,0
CUST_101169,50,Working Age (25-55),Male,41500.0,4900,credit_card,4,13,6,0.1904,1,0,1
CUST_101170,49,Working Age (25-55),Female,79600.0,28800,debt_consolidation,5,21,7,0.04,0,0,0
CUST_101171,43,Working Age (25-55),Female,22400.0,6000,credit_card,10,20,1,0.2453,0,0,0
CUST_101172,41,Working Age (25-55),Male,46500.0,16400,major_purchase,7,15,5,0.2905,0,0,0
CUST_101173,39,Working Age (25-55),Male,50500.0,19400,major_purchase,4,10,5,0.3203,0,0,1
CUST_101174,30,Working Age (25-55),Male,70300.0,19900,home_improvement,12,9,6,0.1321,0,1,0
CUST_101175,36,Working Age (25-55),Male,18000.0,3500,debt_consolidation,5,12,10,0.1328,1,0,0
CUST_101176,19,Young (<25),Female,59400.0,8900,small_business,1,7,4,0.3035,0,0,0
CUST_101177,38,Working Age (25-55),Female,28800.0,4500,credit_card,0,13,5,0.2115,1,0,1
CUST_101178,28,Working Age (25-55),Male,64800.0,26100,debt_consolidation,0,10,6,0.2941,0,1,1
CUST_101179,26,Working Age (25-55),Male,30600.0,4400,debt_consolidation,3,8,8,0.0662,0,0,0
CUST_101180,42,Working Age (25-55),Female,33800.0,7900,debt_consolidation,2,15,6,0.1608,0,0,0
CUST_101181,56,Senior (>55),Female,46600.0,10100,debt_consolidation,7,18,4,0.1818,0,2,0
CUST_101182,51,Working Age (25-55),Male,30400.0,12200,home_improvement,0,16,8,0.1078,0,2,0
CUST_101183,21,Young (<25),Female,41700.0,11100,debt_consolidation,3,5,6,0.2156,0,0,0
CUST_101184,28,Working Age (25-55),Female,28100.0,12600,debt_consolidation,1,15,9,0.1245,0,1,0
CUST_101185,51,Working Age (25-55),Male,19800.0,7100,debt_consolidation,2,22,7,0.3737,1,1,1
CUST_101186,28,Working Age (25-55),Male,94800.0,37700,credit_card,1,11,2,0.2382,0,0,1
CUST_101187,37,Working Age (25-55),Male,26600.0,3600,debt_consolidation,4,16,7,0.3579,0,0,1
CUST_101188,46,Working Age (25-55),Female,49100.0,9300,debt_consolidation,0,18,2,0.4658,0,0,1
CUST_101189,28,Working Age (25-55),Male,82000.0,12100,debt_consolidation,0,10,5,0.3184,0,0,0
CUST_101190,41,Working Age (25-55),Male,38600.0,10100,credit_card,6,9,7,0.0896,0,0,0
CUST_101191,23,Young (<25),Male,34400.0,12100,debt_consolidation,1,7,5,0.4045,0,0,1
CUST_101192,32,Working Age (25-55),Male,61400.0,9800,credit_card,1,10,7,0.18,1,0,1
CUST_101193,43,Working Age (25-55),Female,100200.0,14600,debt_consolidation,7,11,8,0.13,0,0,0
CUST_101194,20,Young (<25),Female,28500.0,9000,debt_consolidation,0,2,7,0.2164,1,0,1
CUST_101195,45,Working Age (25-55),Female,49900.0,9000,debt_consolidation,2,17,5,0.1089,0,0,0
CUST_101196,39,Working Age (25-55),Female,20900.0,5600,debt_consolidation,0,14,3,0.3802,0,0,1
CUST_101197,46,Working Age (25-55),Male,43600.0,5100,debt_consolidation,2,12,14,0.2307,0,0,1
CUST_101198,42,Working Age (25-55),Male,55200.0,18700,debt_consolidation,6,12,10,0.1615,1,0,1
CUST_101199,56,Senior (>55),Male,33900.0,9800,debt_consolidation,0,23,6,0.1503,1,2,1
CUST_101200,41,Working Age (25-55),Male,42100.0,13700,home_improvement,10,11,6,0.0667,0,0,0
CUST_101201,34,Working Age (25-55),Female,25000.0,4900,debt_consolidation,12,12,7,0.1834,0,0,0
CUST_101202,41,Working Age (25-55),Female,56500.0,11200,small_business,0,13,11,0.2252,0,2,0
CUST_101203,46,Working Age (25-55),Female,96800.0,36800,home_improvement,23,17,3,0.1375,1,0,0
CUST_101204,40,Working Age (25-55),Female,29600.0,10400,home_improvement,1,11,6,0.2447,0,0,0
CUST_101205,40,Working Age (25-55),Female,38500.0,11700,debt_consolidation,0,14,4,0.1987,0,0,0
CUST_101206,31,Working Age (25-55),Male,71400.0,22800,small_business,0,11,9,0.1906,0,1,1
CUST_101207,32,Working Age (25-55),Male,105500.0,14000,debt_consolidation,2,11,11,0.1691,0,2,0
CUST_101208,23,Young (<25),Female,23800.0,9500,debt_consolidation,4,8,6,0.1388,0,0,0
CUST_101209,60,Senior (>55),Female,49400.0,18300,debt_consolidation,2,22,6,0.2438,0,0,0
CUST_101210,25,Working Age (25-55),Male,63300.0,19400,major_purchase,7,15,9,0.4447,0,0,1
CUST_101211,31,Working Age (25-55),Female,51200.0,21600,debt_consolidation,6,18,3,0.1169,0,2,0
CUST_101212,31,Working Age (25-55),Male,18000.0,2900,major_purchase,2,8,3,0.3492,0,1,1
CUST_101213,50,Working Age (25-55),Male,71400.0,24300,debt_consolidation,6,10,6,0.229,1,2,1
CUST_101214,36,Working Age (25-55),Male,124900.0,50000,major_purchase,14,14,9,0.2458,0,0,0
CUST_101215,54,Working Age (25-55),Female,57800.0,12100,major_purchase,0,19,5,0.3148,0,0,0
CUST_101216,31,Working Age (25-55),Male,30700.0,3200,major_purchase,1,14,4,0.2086,0,3,0
CUST_101217,43,Working Age (25-55),Female,40900.0,14600,credit_card,3,15,7,0.0766,0,0,0
CUST_101218,29,Working Age (25-55),Male,143400.0,14700,small_business,3,10,4,0.0472,0,0,0
CUST_101219,65,Senior (>55),Female,89400.0,36200,major_purchase,3,26,8,0.1844,0,0,0
CUST_101220,25,Working Age (25-55),Female,77000.0,9200,debt_consolidation,1,12,8,0.1443,0,0,0
CUST_101221,43,Working Age (25-55),Male,65900.0,21600,debt_consolidation,5,10,10,0.1744,0,2,0
CUST_101222,47,Working Age (25-55),Male,37700.0,8700,home_improvement,5,14,10,0.1424,0,0,0
CUST_101223,44,Working Age (25-55),Male,48500.0,8300,debt_consolidation,4,15,7,0.0746,0,0,0
CUST_101224,37,Working Age (25-55),Male,51900.0,21500,home_improvement,0,13,4,0.1374,0,2,0
CUST_101225,38,Working Age (25-55),Male,73300.0,26500,debt_consolidation,3,12,7,0.1811,0,0,0
CUST_101226,40,Working Age (25-55),Female,124200.0,27200,credit_card,2,15,7,0.2764,0,0,0
CUST_101227,38,Working Age (25-55),Male,100200.0,20000,debt_consolidation,3,16,9,0.1638,0,0,0
CUST_101228,51,Working Age (25-55),Male,24800.0,8900,debt_consolidation,12,23,7,0.233,0,0,0
CUST_101229,66,Senior (>55),Male,61300.0,24100,debt_consolidation,3,24,8,0.1931,0,0,0
CUST_101230,33,Working Age (25-55),Male,81200.0,28500,small_business,0,8,10,0.3676,0,0,1
CUST_101231,23,Young (<25),Female,76100.0,24700,debt_consolidation,2,7,9,0.3188,0,0,1
CUST_101232,38,Working Age (25-55),Male,38300.0,6900,home_improvement,8,13,5,0.128,0,3,0
CUST_101233,70,Senior (>55),Female,260000.0,50000,home_improvement,7,26,9,0.1709,0,0,0
CUST_101234,30,Working Age (25-55),Female,26800.0,9700,credit_card,3,11,9,0.0489,0,0,0
CUST_101235,59,Senior (>55),Male,29900.0,8400,debt_consolidation,1,26,3,0.3225,0,0,0
CUST_101236,60,Senior (>55),Female,61600.0,17200,debt_consolidation,3,19,3,0.3217,0,0,0
CUST_101237,33,Working Age (25-55),Male,173600.0,50000,credit_card,4,12,11,0.2362,0,0,0
CUST_101238,46,Working Age (25-55),Female,34200.0,13300,debt_consolidation,28,23,9,0.2677,0,0,0
CUST_101239,59,Senior (>55),Female,46800.0,16800,credit_card,5,18,8,0.2294,0,0,0
CUST_101240,35,Working Age (25-55),Male,98000.0,39200,major_purchase,5,12,2,0.0447,0,0,0
CUST_101241,37,Working Age (25-55),Male,53600.0,14900,debt_consolidation,3,10,2,0.251,0,0,0
CUST_101242,33,Working Age (25-55),Male,45100.0,14400,credit_card,2,11,9,0.0795,1,0,0
CUST_101243,27,Working Age (25-55),Male,73900.0,29500,medical,8,7,8,0.1667,0,0,0
CUST_101244,32,Working Age (25-55),Male,62900.0,11400,small_business,3,14,8,0.2332,1,0,1
CUST_101245,25,Working Age (25-55),Female,95500.0,24400,small_business,7,9,5,0.4779,0,0,1
CUST_101246,40,Working Age (25-55),Female,110200.0,35000,small_business,3,11,7,0.1775,0,2,0
CUST_101247,30,Working Age (25-55),Female,64100.0,26900,debt_consolidation,0,13,10,0.1193,0,0,0
CUST_101248,42,Working Age (25-55),Male,63600.0,6700,small_business,5,15,7,0.2034,0,0,0
CUST_101249,21,Young (<25),Male,60900.0,10600,major_purchase,0,10,7,0.1798,0,0,0
CUST_101250,43,Working Age (25-55),Female,70900.0,12900,credit_card,1,11,6,0.04,0,0,0
CUST_101251,50,Working Age (25-55),Male,55800.0,12000,debt_consolidation,2,18,5,0.2977,0,1,1
CUST_101252,19,Young (<25),Male,54200.0,10800,debt_consolidation,1,8,5,0.3115,0,1,1
CUST_101253,44,Working Age (25-55),Female,104600.0,32100,debt_consolidation,3,14,7,0.04,0,0,0
CUST_101254,54,Working Age (25-55),Female,124700.0,50000,debt_consolidation,0,15,5,0.2907,0,1,1
CUST_101255,25,Working Age (25-55),Male,23600.0,7600,credit_card,4,8,5,0.1565,0,0,0
CUST_101256,60,Senior (>55),Male,54500.0,10100,credit_card,2,24,5,0.3603,0,0,0
CUST_101257,45,Working Age (25-55),Male,37100.0,14900,credit_card,12,19,5,0.4217,1,0,1
CUST_101258,31,Working Age (25-55),Female,45700.0,14700,debt_consolidation,3,9,5,0.3224,0,0,1
CUST_101259,39,Working Age (25-55),Male,67600.0,11900,home_improvement,6,9,12,0.304,1,0,1
CUST_101260,46,Working Age (25-55),Female,78300.0,17700,debt_consolidation,1,14,5,0.1837,0,1,0
CUST_101261,40,Working Age (25-55),Female,50900.0,19200,debt_consolidation,7,12,1,0.1929,0,2,0
CUST_101262,46,Working Age (25-55),Male,18900.0,6800,credit_card,6,17,6,0.2313,1,0,1
CUST_101263,28,Working Age (25-55),Female,31900.0,9600,debt_consolidation,10,9,10,0.0926,0,2,0
CUST_101264,42,Working Age (25-55),Male,88700.0,13400,debt_consolidation,0,12,5,0.1073,0,0,0
CUST_101265,23,Young (<25),Female,18000.0,6900,debt_consolidation,2,11,8,0.2638,1,0,0
CUST_101266,38,Working Age (25-55),Male,104100.0,21600,home_improvement,5,13,8,0.1294,0,0,0
CUST_101267,29,Working Age (25-55),Male,72200.0,26700,credit_card,0,11,7,0.1023,0,0,0
CUST_101268,31,Working Age (25-55),Female,111700.0,36500,debt_consolidation,2,5,6,0.2069,1,0,1
CUST_101269,54,Working Age (25-55),Male,48600.0,9400,debt_consolidation,14,11,7,0.3348,0,0,0
CUST_101270,53,Working Age (25-55),Female,18000.0,3100,credit_card,2,14,4,0.2601,0,0,0
CUST_101271,47,Working Age (25-55),Male,68600.0,10000,small_business,21,15,10,0.1572,0,0,0
CUST_101272,26,Working Age (25-55),Female,109200.0,20200,credit_card,0,10,10,0.1528,0,0,0
CUST_101273,36,Working Age (25-55),Female,90100.0,14000,home_improvement,6,5,10,0.2714,0,0,0
CUST_101274,54,Working Age (25-55),Female,37600.0,11900,credit_card,4,23,1,0.2085,0,0,0
CUST_101275,41,Working Age (25-55),Female,56800.0,17600,home_improvement,3,14,9,0.1845,0,0,0
CUST_101276,67,Senior (>55),Male,40400.0,12300,small_business,17,27,4,0.3655,0,1,0
CUST_101277,44,Working Age (25-55),Female,34500.0,11200,home_improvement,0,12,11,0.3348,0,0,1
CUST_101278,42,Working Age (25-55),Female,91600.0,35300,major_purchase,11,16,5,0.1562,0,0,0
CUST_101279,36,Working Age (25-55),Female,28000.0,11800,debt_consolidation,5,12,5,0.3832,0,0,1
CUST_101280,41,Working Age (25-55),Female,33100.0,6000,major_purchase,1,16,7,0.3837,0,0,1
CUST_101281,38,Working Age (25-55),Male,29500.0,9000,credit_card,11,12,9,0.428,1,0,1
CUST_101282,48,Working Age (25-55),Male,23900.0,3000,small_business,2,18,4,0.2057,0,0,1
CUST_101283,51,Working Age (25-55),Female,58700.0,8300,debt_consolidation,8,21,15,0.3813,1,0,1
